09:44:33.084 -> Система готова. Формат вывода: mq7,mq135,temp,hum,ky028_analog,ky028_digital
11:53:33.726 -> 152,134,29.0,55.0,170,1
11:53:38.714 -> 151,134,29.0,55.0,170,1
11:53:43.704 -> 151,134,29.0,55.0,166,1
11:53:48.709 -> 151,134,29.0,55.0,160,1
11:53:53.709 -> 151,134,29.0,55.0,159,1
11:53:58.746 -> 152,135,29.0,55.0,164,1
11:54:03.749 -> 152,135,29.0,55.0,170,1
11:54:08.750 -> 151,134,29.0,55.0,170,1
11:54:13.746 -> 152,134,29.0,55.0,167,1
11:54:18.745 -> 152,135,29.0,55.0,163,1
11:54:23.738 -> 152,134,29.0,55.0,159,1
11:54:28.742 -> 152,134,29.0,55.0,158,1
11:54:33.738 -> 152,135,29.0,55.0,163,1
11:54:38.746 -> 152,134,29.0,55.0,171,1
11:54:43.746 -> 152,134,29.0,55.0,172,1
11:54:48.742 -> 152,135,29.0,55.0,151,1
11:54:53.749 -> 152,135,29.0,55.0,156,1
11:54:58.762 -> 153,135,29.0,55.0,179,1
11:55:03.757 -> 152,134,29.0,55.0,170,1
11:55:08.784 -> 152,134,29.0,55.0,149,1
11:55:13.788 -> 151,134,29.0,55.0,160,1
11:55:18.792 -> 151,133,29.0,55.0,175,1
11:55:23.785 -> 152,133,29.0,55.0,183,1
11:55:28.769 -> 152,134,29.0,55.0,159,1
11:55:33.796 -> 151,134,29.0,55.0,143,1
11:55:38.780 -> 151,135,29.0,55.0,158,1
11:55:43.818 -> 152,134,29.0,55.0,170,1
11:55:48.792 -> 152,135,29.0,55.0,168,1
11:55:53.824 -> 154,134,29.0,55.0,161,1
11:55:58.816 -> 153,135,29.0,55.0,160,1
11:56:03.806 -> 153,135,29.0,55.0,166,1
11:56:08.834 -> 153,135,29.0,55.0,169,1
11:56:13.838 -> 151,134,29.0,55.0,167,1
11:56:18.833 -> 151,133,29.0,55.0,160,1
11:56:23.844 -> 150,134,29.0,55.0,160,1
11:56:28.839 -> 152,135,29.0,55.0,166,1
11:56:33.841 -> 152,135,29.0,55.0,169,1
11:56:38.848 -> 152,134,29.0,55.0,167,1
11:56:43.840 -> 150,133,29.0,55.0,161,1
11:56:48.863 -> 150,134,29.0,55.0,159,1
11:56:53.859 -> 150,134,29.0,55.0,162,1
11:56:58.861 -> 149,134,29.0,55.0,168,1
11:57:03.879 -> 151,134,29.0,55.0,165,1
11:57:08.871 -> 150,133,29.0,55.0,159,1
11:57:13.863 -> 151,133,29.0,55.0,160,1
11:57:18.856 -> 151,134,29.0,55.0,168,1
11:57:23.876 -> 151,133,29.0,55.0,168,1
11:57:28.868 -> 150,133,29.0,55.0,164,1
11:57:33.873 -> 150,133,29.0,55.0,159,1
11:57:38.894 -> 150,133,29.0,55.0,159,1
11:57:43.896 -> 150,133,29.0,55.0,165,1
11:57:48.883 -> 150,132,29.0,55.0,169,1
11:57:53.878 -> 150,132,29.0,55.0,165,1
11:57:58.911 -> 150,133,29.0,55.0,162,1
11:58:03.899 -> 149,133,29.0,55.0,158,1
11:58:08.918 -> 150,132,29.0,55.0,159,1
11:58:13.908 -> 150,133,29.0,55.0,163,1
11:58:18.902 -> 150,133,29.0,55.0,169,1
11:58:23.940 -> 151,133,29.0,55.0,165,1
11:58:28.934 -> 150,134,29.0,55.0,161,1
11:58:33.926 -> 150,133,29.0,55.0,159,1
11:58:38.910 -> 150,134,29.0,55.0,160,1
11:58:43.942 -> 151,134,29.0,55.0,164,1
11:58:48.946 -> 150,134,29.0,55.0,169,1
11:58:53.942 -> 150,134,29.0,55.0,169,1
11:58:58.954 -> 150,133,29.0,55.0,166,1
11:59:03.958 -> 151,134,29.0,55.0,162,1
11:59:08.950 -> 151,134,29.0,55.0,160,1
11:59:13.953 -> 151,134,29.0,55.0,160,1
11:59:18.954 -> 150,134,29.0,55.0,164,1
11:59:23.978 -> 150,133,29.0,55.0,170,1
11:59:28.974 -> 150,134,29.0,55.0,162,1
11:59:33.969 -> 151,134,29.0,55.0,159,1
11:59:38.969 -> 151,134,29.0,55.0,168,1
11:59:43.989 -> 150,133,29.0,55.0,166,1
11:59:48.969 -> 151,133,29.0,55.0,159,1
11:59:53.965 -> 150,134,29.0,55.0,162,1
11:59:59.002 -> 151,134,29.0,55.0,169,1
12:00:04.001 -> 151,134,29.0,55.0,167,1
12:00:08.997 -> 151,133,29.0,55.0,159,1
12:00:13.989 -> 150,133,29.0,55.0,159,1
12:00:18.983 -> 152,134,29.0,55.0,164,1
12:00:24.013 -> 152,134,29.0,55.0,170,1
12:00:29.001 -> 151,134,29.0,55.0,163,1
12:00:33.993 -> 151,134,29.0,55.0,159,1
12:00:38.998 -> 151,134,29.0,55.0,160,1
12:00:44.016 -> 150,134,29.0,55.0,167,1
12:00:49.006 -> 150,133,29.0,55.0,169,1
12:00:54.032 -> 150,134,29.0,55.0,161,1
12:00:59.020 -> 150,134,29.0,55.0,159,1
12:01:04.017 -> 149,134,29.0,55.0,164,1
12:01:09.020 -> 151,134,29.0,55.0,169,1
12:01:14.052 -> 151,134,29.0,55.0,161,1
12:01:19.018 -> 152,133,29.0,55.0,159,1
12:01:24.044 -> 151,134,29.0,55.0,168,1
12:01:29.032 -> 151,134,29.0,55.0,167,1
12:01:34.064 -> 150,133,29.0,55.0,160,1
12:01:39.064 -> 150,134,29.0,55.0,159,1
12:01:44.064 -> 150,133,29.0,55.0,166,1
12:01:49.058 -> 149,134,29.0,55.0,169,1
12:01:54.081 -> 150,134,29.0,55.0,160,1
12:01:59.063 -> 149,134,29.0,55.0,160,1
12:02:04.061 -> 149,134,29.0,55.0,169,1
12:02:09.080 -> 149,134,29.0,55.0,161,1
12:02:14.064 -> 149,134,29.0,55.0,159,1
12:02:19.067 -> 149,133,29.0,55.0,168,1
12:02:24.099 -> 149,133,29.0,55.0,164,1
12:02:29.101 -> 150,134,29.0,55.0,160,1
12:02:34.079 -> 151,134,29.0,55.0,164,1
12:02:39.083 -> 151,134,29.0,55.0,168,1
12:02:44.095 -> 151,134,29.0,55.0,161,1
12:02:49.127 -> 151,134,29.0,55.0,160,1
12:02:54.119 -> 151,133,29.0,55.0,163,1
12:02:59.107 -> 150,133,29.0,55.0,168,1
12:03:04.112 -> 150,134,29.0,55.0,164,1
12:03:09.116 -> 151,134,29.0,55.0,160,1
12:03:14.120 -> 150,134,29.0,55.0,161,1
12:03:19.151 -> 150,134,29.0,55.0,166,1
12:03:24.123 -> 150,134,29.0,55.0,167,1
12:03:29.118 -> 153,136,29.0,55.0,161,1
12:03:34.146 -> 151,134,29.0,55.0,159,1
12:03:39.138 -> 153,133,29.0,55.0,162,1
12:03:44.134 -> 152,133,29.0,55.0,168,1
12:03:49.134 -> 152,133,29.0,55.0,167,1
12:03:54.158 -> 152,134,29.0,55.0,163,1
12:03:59.150 -> 152,134,29.0,55.0,161,1
12:04:04.150 -> 153,134,29.0,55.0,160,1
12:04:09.178 -> 153,135,29.0,55.0,160,1
12:04:14.170 -> 152,134,29.0,55.0,160,1
12:04:19.158 -> 151,134,29.0,55.0,163,1
12:04:24.198 -> 152,134,29.0,55.0,167,1
12:04:29.188 -> 152,134,29.0,55.0,168,1
12:04:34.189 -> 152,134,29.0,55.0,167,1
12:04:39.190 -> 154,135,29.0,55.0,164,1
12:04:44.190 -> 151,135,29.0,55.0,159,1
12:04:49.191 -> 150,134,29.0,55.0,160,1
12:04:54.192 -> 149,134,29.0,55.0,161,1
12:04:59.193 -> 149,135,29.0,55.0,165,1
12:05:04.234 -> 147,135,29.0,55.0,169,1
12:05:09.234 -> 146,134,29.0,55.0,169,1
12:05:14.236 -> 147,135,29.0,55.0,169,1
12:05:19.236 -> 146,135,29.0,55.0,169,1
12:05:24.237 -> 147,135,29.0,55.0,167,1
12:05:29.238 -> 148,135,29.0,55.0,166,1
12:05:34.238 -> 147,134,29.0,55.0,167,1
12:05:39.240 -> 147,134,29.0,55.0,166,1
12:05:44.240 -> 146,135,29.0,55.0,163,1
12:05:49.241 -> 147,135,29.0,55.0,161,1
12:05:54.241 -> 147,134,29.0,55.0,160,1
12:05:59.238 -> 146,134,29.0,55.0,160,1
12:06:04.239 -> 146,135,29.0,55.0,160,1
12:06:09.240 -> 146,134,29.0,55.0,160,1
12:06:14.281 -> 146,134,29.0,55.0,163,1
12:06:19.282 -> 147,134,29.0,55.0,170,1
12:06:24.282 -> 148,135,29.0,55.0,170,1
12:06:29.283 -> 148,134,29.0,55.0,167,1
12:06:34.284 -> 147,134,29.0,55.0,165,1
12:06:39.285 -> 146,134,29.0,55.0,162,1
12:06:44.286 -> 151,137,29.0,55.0,160,1
12:06:49.287 -> 148,135,29.0,55.0,160,1
12:06:54.288 -> 151,134,29.0,55.0,161,1
12:06:59.289 -> 149,135,29.0,55.0,167,1
12:07:04.290 -> 152,134,29.0,55.0,170,1
12:07:09.290 -> 151,135,29.0,55.0,164,1
12:07:14.291 -> 150,134,29.0,55.0,160,1
12:07:19.292 -> 148,134,29.0,55.0,159,1
12:07:24.293 -> 148,135,29.0,55.0,163,1
12:07:29.334 -> 147,134,29.0,55.0,169,1
12:07:34.335 -> 147,134,29.0,55.0,163,1
12:07:39.336 -> 149,136,29.0,55.0,160,1
12:07:44.339 -> 150,133,29.0,55.0,163,1
12:07:49.340 -> 149,133,29.0,55.0,169,1
12:07:54.343 -> 146,131,29.0,55.0,160,1
12:07:59.345 -> 144,131,29.0,55.0,158,1
12:08:04.345 -> 143,130,29.0,55.0,164,1
12:08:09.346 -> 142,131,29.0,55.0,165,1
12:08:14.347 -> 142,130,29.0,55.0,158,1
12:08:19.348 -> 142,130,29.0,55.0,160,1
12:08:24.348 -> 142,130,29.0,55.0,166,1
12:08:29.349 -> 141,129,29.0,55.0,158,1
12:08:34.350 -> 141,130,29.0,55.0,158,1
12:08:39.351 -> 141,129,29.0,55.0,163,1
12:08:44.392 -> 141,130,29.0,55.0,165,1
12:08:49.392 -> 140,129,29.0,55.0,158,1
12:08:54.393 -> 140,129,29.0,55.0,157,1
12:08:59.393 -> 142,129,29.0,55.0,165,1
12:09:04.394 -> 141,129,29.0,55.0,161,1
12:09:09.396 -> 140,129,29.0,55.0,156,1
12:09:14.396 -> 142,131,29.0,55.0,164,1
12:09:19.397 -> 145,131,29.0,55.0,165,1
12:09:24.398 -> 145,129,29.0,55.0,156,1
12:09:29.399 -> 143,130,29.0,55.0,160,1
12:09:34.399 -> 145,130,29.0,55.0,167,1
12:09:39.400 -> 143,130,29.0,55.0,159,1
12:09:44.401 -> 141,130,29.0,55.0,157,1
12:09:49.402 -> 140,129,29.0,55.0,166,1
12:09:54.402 -> 145,135,29.0,55.0,162,1
12:09:59.443 -> 142,129,29.0,56.0,155,1
12:10:04.444 -> 141,129,29.0,55.0,160,1
12:10:09.444 -> 140,129,29.0,55.0,166,1
12:10:14.445 -> 141,130,29.0,55.0,160,1
12:10:19.446 -> 140,129,29.0,55.0,156,1
12:10:24.447 -> 143,130,29.0,55.0,165,1
12:10:29.448 -> 141,129,29.0,55.0,165,1
12:10:34.449 -> 141,129,29.0,55.0,157,1
12:10:39.450 -> 143,130,29.0,55.0,162,1
12:10:44.451 -> 143,130,29.0,55.0,167,1
12:10:49.452 -> 142,129,29.0,55.0,157,1
12:10:54.453 -> 141,129,29.0,55.0,156,1
12:10:59.453 -> 140,129,29.0,55.0,163,1
12:11:04.494 -> 141,129,29.0,55.0,165,1
12:11:09.495 -> 141,129,29.0,55.0,158,1
12:11:14.496 -> 140,129,29.0,55.0,155,1
12:11:19.497 -> 141,129,29.0,55.0,155,1
12:11:24.497 -> 140,129,29.0,55.0,156,1
12:11:29.498 -> 140,130,29.0,55.0,157,1
12:11:34.499 -> 140,129,29.0,55.0,159,1
12:11:39.499 -> 140,129,29.0,55.0,161,1
12:11:44.500 -> 140,129,29.0,55.0,163,1
12:11:49.500 -> 140,129,29.0,55.0,165,1
12:11:54.501 -> 139,128,29.0,55.0,165,1
12:11:59.501 -> 139,129,29.0,55.0,162,1
12:12:04.542 -> 140,129,29.0,55.0,158,1
12:12:09.543 -> 139,129,29.0,55.0,156,1
12:12:14.544 -> 141,129,29.0,55.0,155,1
12:12:19.545 -> 140,129,29.0,55.0,156,1
12:12:24.545 -> 140,129,29.0,55.0,158,1
12:12:29.546 -> 140,129,29.0,55.0,160,1
12:12:34.547 -> 140,129,29.0,55.0,165,1
12:12:39.547 -> 140,128,29.0,55.0,167,1
12:12:44.548 -> 140,129,29.0,55.0,166,1
12:12:49.549 -> 139,129,29.0,55.0,160,1
12:12:54.549 -> 140,128,29.0,55.0,156,1
12:12:59.550 -> 139,129,29.0,55.0,155,1
12:13:04.551 -> 140,129,29.0,55.0,157,1
12:13:09.591 -> 140,129,29.0,55.0,160,1
12:13:14.592 -> 140,129,29.0,55.0,165,1
12:13:19.593 -> 140,129,29.0,55.0,168,1
12:13:24.594 -> 139,129,29.0,55.0,164,1
12:13:29.594 -> 140,129,29.0,55.0,161,1
12:13:34.595 -> 139,129,29.0,55.0,162,1
12:13:39.596 -> 140,129,29.0,55.0,159,1
12:13:44.593 -> 139,128,29.0,55.0,156,1
12:13:49.594 -> 139,128,29.0,55.0,155,1
12:13:54.594 -> 139,129,29.0,55.0,155,1
12:13:59.595 -> 139,129,29.0,55.0,156,1
12:14:04.636 -> 139,128,29.0,55.0,160,1
12:14:09.636 -> 139,129,29.0,55.0,165,1
12:14:14.637 -> 139,129,29.0,55.0,166,1
12:14:19.638 -> 139,129,29.0,55.0,163,1
12:14:24.638 -> 139,129,29.0,55.0,156,1
12:14:29.639 -> 140,129,29.0,55.0,155,1
12:14:34.640 -> 140,129,29.0,55.0,160,1
12:14:39.640 -> 140,129,29.0,55.0,167,1
12:14:44.641 -> 140,129,29.0,55.0,165,1
12:14:49.643 -> 140,130,29.0,55.0,158,1
12:14:54.643 -> 141,130,29.0,55.0,155,1
12:14:59.684 -> 140,129,29.0,55.0,162,1
12:15:04.685 -> 140,129,29.0,55.0,167,1
12:15:09.686 -> 140,129,29.0,55.0,158,1
12:15:14.686 -> 140,130,29.0,55.0,155,1
12:15:19.687 -> 140,130,29.0,55.0,159,1
12:15:24.688 -> 141,131,29.0,55.0,166,1
12:15:29.689 -> 141,130,29.0,55.0,167,1
12:15:34.690 -> 141,131,29.0,55.0,159,1
12:15:39.691 -> 141,131,29.0,55.0,156,1
12:15:44.692 -> 141,131,29.0,55.0,162,1
12:15:49.692 -> 141,131,29.0,55.0,168,1
12:15:54.693 -> 142,131,29.0,55.0,160,1
12:15:59.693 -> 141,131,29.0,55.0,156,1
12:16:04.734 -> 142,131,29.0,55.0,165,1
12:16:09.734 -> 141,132,29.0,55.0,166,1
12:16:14.735 -> 142,132,29.0,55.0,157,1
12:16:19.736 -> 144,133,29.0,55.0,160,1
12:16:24.739 -> 146,135,29.0,55.0,171,1
12:16:29.739 -> 149,138,29.0,55.0,163,1
12:16:34.740 -> 150,139,29.0,55.0,162,1
12:16:39.741 -> 150,140,29.0,55.0,173,1
12:16:44.742 -> 148,139,29.0,55.0,169,1
12:16:49.742 -> 147,138,29.0,55.0,160,1
12:16:54.743 -> 147,137,29.0,55.0,164,1
12:16:59.745 -> 146,136,29.0,55.0,170,1
12:17:04.746 -> 144,135,29.0,55.0,158,1
12:17:09.786 -> 144,135,29.0,55.0,160,1
12:17:14.787 -> 144,135,29.0,55.0,170,1
12:17:19.788 -> 144,135,29.0,55.0,162,1
12:17:24.788 -> 144,135,29.0,55.0,158,1
12:17:29.790 -> 144,134,29.0,55.0,168,1
12:17:34.791 -> 144,134,29.0,55.0,167,1
12:17:39.787 -> 144,134,29.0,55.0,158,1
12:17:44.791 -> 144,135,29.0,55.0,167,1
12:17:49.793 -> 144,134,29.0,55.0,166,1
12:17:54.799 -> 144,135,29.0,55.0,158,1
12:17:59.803 -> 144,134,29.0,55.0,162,1
12:18:04.801 -> 146,133,29.0,55.0,170,1
12:18:09.801 -> 145,134,29.0,55.0,162,1
12:18:14.803 -> 144,134,29.0,55.0,159,1
12:18:19.844 -> 145,133,29.0,55.0,164,1
12:18:24.844 -> 145,133,29.0,55.0,169,1
12:18:29.845 -> 144,133,29.0,55.0,168,1
12:18:34.845 -> 144,133,29.0,55.0,161,1
12:18:39.847 -> 143,133,29.0,55.0,158,1
12:18:44.847 -> 146,133,29.0,55.0,163,1
12:18:49.848 -> 144,133,29.0,55.0,168,1
12:18:54.848 -> 144,133,29.0,55.0,159,1
12:18:59.849 -> 143,132,29.0,55.0,158,1
12:19:04.850 -> 143,132,29.0,55.0,166,1
12:19:09.850 -> 143,132,29.0,55.0,167,1
12:19:14.851 -> 143,132,29.0,55.0,159,1
12:19:19.851 -> 147,133,29.0,55.0,151,1
12:19:24.852 -> 144,132,29.0,55.0,164,1
12:19:29.893 -> 143,132,29.0,55.0,175,1
12:19:34.893 -> 144,132,29.0,55.0,164,1
12:19:39.894 -> 143,132,29.0,55.0,156,1
12:19:44.894 -> 143,131,29.0,55.0,152,1
12:19:49.895 -> 142,132,29.0,55.0,156,1
12:19:54.896 -> 143,132,29.0,55.0,167,1
12:19:59.896 -> 142,132,29.0,55.0,175,1
12:20:04.897 -> 142,133,29.0,55.0,173,1
12:20:09.898 -> 142,132,29.0,55.0,160,1
12:20:14.898 -> 142,132,29.0,55.0,157,1
12:20:19.899 -> 142,132,29.0,55.0,156,1
12:20:24.900 -> 142,132,29.0,55.0,160,1
12:20:29.940 -> 142,132,29.0,55.0,166,1
12:20:34.941 -> 142,132,29.0,55.0,170,1
12:20:39.941 -> 142,132,29.0,55.0,170,1
12:20:44.942 -> 142,133,29.0,55.0,170,1
12:20:49.943 -> 142,133,29.0,55.0,168,1
12:20:54.943 -> 142,133,29.0,55.0,162,1
12:20:59.944 -> 142,133,29.0,55.0,158,1
12:21:04.945 -> 142,132,29.0,55.0,156,1
12:21:09.946 -> 142,132,29.0,55.0,157,1
12:21:14.946 -> 142,133,29.0,55.0,163,1
12:21:19.947 -> 142,132,29.0,55.0,174,1
12:21:24.948 -> 142,132,29.0,55.0,175,1
12:21:29.988 -> 142,133,29.0,55.0,174,1
12:21:34.989 -> 142,132,29.0,55.0,165,1
12:21:39.990 -> 143,132,29.0,55.0,161,1
12:21:44.990 -> 142,132,29.0,55.0,157,1
12:21:49.991 -> 143,132,29.0,55.0,157,1
12:21:54.992 -> 143,132,29.0,55.0,157,1
12:21:59.992 -> 142,133,29.0,55.0,165,1
12:22:04.993 -> 143,133,29.0,55.0,171,1
12:22:09.994 -> 143,134,29.0,55.0,168,1
12:22:14.994 -> 144,135,29.0,55.0,160,1
12:22:19.995 -> 144,135,29.0,55.0,157,1
12:22:24.996 -> 143,135,29.0,55.0,160,1
12:22:29.997 -> 144,134,29.0,55.0,167,1
12:22:35.038 -> 144,133,29.0,55.0,177,1
12:22:40.039 -> 144,133,29.0,55.0,159,1
12:22:45.039 -> 143,133,29.0,55.0,156,1
12:22:50.040 -> 143,134,29.0,55.0,165,1
12:22:55.041 -> 143,133,29.0,55.0,171,1
12:23:00.042 -> 143,134,29.0,55.0,159,1
12:23:05.042 -> 143,134,29.0,55.0,152,1
12:23:10.043 -> 143,134,29.0,55.0,167,1
12:23:15.044 -> 143,134,29.0,55.0,170,1
12:23:20.045 -> 143,133,29.0,55.0,158,1
12:23:25.045 -> 143,133,29.0,55.0,157,1
12:23:30.046 -> 143,133,29.0,55.0,170,1
12:23:35.047 -> 143,133,29.0,55.0,165,1
12:23:40.087 -> 142,133,29.0,55.0,156,1
12:23:45.088 -> 143,133,29.0,55.0,162,1
12:23:50.088 -> 143,133,29.0,55.0,176,1
12:23:55.090 -> 143,133,29.0,55.0,175,1
12:24:00.090 -> 142,133,29.0,55.0,159,1
12:24:05.091 -> 142,133,29.0,55.0,152,1
12:24:10.092 -> 142,133,29.0,55.0,149,1
12:24:15.092 -> 142,133,29.0,55.0,150,1
12:24:20.093 -> 142,132,29.0,55.0,161,1
12:24:25.093 -> 142,133,29.0,55.0,165,1
12:24:30.094 -> 142,134,29.0,55.0,171,1
12:24:35.095 -> 142,133,29.0,55.0,170,1
12:24:40.096 -> 142,133,29.0,55.0,166,1
12:24:45.136 -> 143,133,29.0,55.0,154,1
12:24:50.137 -> 142,133,29.0,55.0,151,1
12:24:55.138 -> 142,133,29.0,55.0,162,1
12:25:00.138 -> 142,133,29.0,55.0,171,1
12:25:05.139 -> 142,133,29.0,55.0,165,1
12:25:10.140 -> 143,133,29.0,55.0,157,1
12:25:15.140 -> 143,134,29.0,55.0,156,1
12:25:20.141 -> 143,134,29.0,55.0,162,1
12:25:25.142 -> 143,133,29.0,55.0,166,1
12:25:30.142 -> 143,133,29.0,55.0,169,1
12:25:35.143 -> 143,133,29.0,55.0,170,1
12:25:40.144 -> 142,133,29.0,55.0,170,1
12:25:45.185 -> 142,132,29.0,55.0,165,1
12:25:50.186 -> 142,132,29.0,55.0,160,1
12:25:55.187 -> 142,133,29.0,55.0,156,1
12:26:00.187 -> 142,132,29.0,55.0,154,1
12:26:05.188 -> 143,132,29.0,55.0,151,1
12:26:10.188 -> 142,132,29.0,55.0,164,1
12:26:15.189 -> 142,132,29.0,55.0,182,1
12:26:20.189 -> 142,132,29.0,55.0,169,1
12:26:25.190 -> 142,132,29.0,55.0,157,1
12:26:30.191 -> 143,133,29.0,55.0,144,1
12:26:35.192 -> 143,132,29.0,55.0,162,1
12:26:40.193 -> 142,132,29.0,55.0,179,1
12:26:45.194 -> 142,132,29.0,55.0,164,1
12:26:50.235 -> 142,132,29.0,55.0,149,1
12:26:55.235 -> 142,132,29.0,55.0,152,1
12:27:00.237 -> 143,132,29.0,55.0,171,1
12:27:05.238 -> 142,132,29.0,55.0,179,1
12:27:10.238 -> 142,133,29.0,55.0,165,1
12:27:15.239 -> 143,133,29.0,55.0,149,1
12:27:20.240 -> 142,132,29.0,55.0,148,1
12:27:25.240 -> 142,132,29.0,55.0,157,1
12:27:30.242 -> 142,133,29.0,55.0,171,1
12:27:35.242 -> 142,132,29.0,55.0,177,1
12:27:40.243 -> 142,133,29.0,55.0,158,1
12:27:45.244 -> 142,132,29.0,55.0,149,1
12:27:50.284 -> 142,132,29.0,55.0,162,1
12:27:55.285 -> 142,133,29.0,55.0,177,1
12:28:00.286 -> 142,133,29.0,55.0,154,1
12:28:05.286 -> 142,133,29.0,55.0,154,1
12:28:10.287 -> 143,133,29.0,55.0,176,1
12:28:15.288 -> 143,133,29.0,55.0,170,1
12:28:20.289 -> 142,132,29.0,55.0,150,1
12:28:25.289 -> 142,132,29.0,55.0,157,1
12:28:30.290 -> 142,132,29.0,55.0,176,1
12:28:35.291 -> 142,132,29.0,55.0,170,1
12:28:40.291 -> 142,132,29.0,55.0,160,1
12:28:45.292 -> 142,133,29.0,55.0,150,1
12:28:50.333 -> 142,133,29.0,55.0,157,1
12:28:55.334 -> 142,132,29.0,55.0,175,1
12:29:00.334 -> 142,133,29.0,55.0,166,1
12:29:05.335 -> 142,132,29.0,55.0,151,1
12:29:10.335 -> 142,132,29.0,55.0,151,1
12:29:15.336 -> 142,132,29.0,55.0,165,1
12:29:20.337 -> 142,132,29.0,55.0,178,1
12:29:25.337 -> 141,132,29.0,55.0,161,1
12:29:30.338 -> 141,132,29.0,55.0,152,1
12:29:35.339 -> 142,132,29.0,55.0,160,1
12:29:40.339 -> 142,132,29.0,55.0,171,1
12:29:45.340 -> 142,132,29.0,55.0,165,1
12:29:50.381 -> 142,133,29.0,55.0,156,1
12:29:55.382 -> 142,132,29.0,55.0,157,1
12:30:00.382 -> 143,133,29.0,55.0,165,1
12:30:05.383 -> 143,133,29.0,55.0,171,1
12:30:10.384 -> 143,132,29.0,55.0,163,1
12:30:15.384 -> 143,132,29.0,55.0,156,1
12:30:20.385 -> 142,132,29.0,55.0,157,1
12:30:25.386 -> 143,133,29.0,55.0,163,1
12:30:30.386 -> 142,133,29.0,55.0,169,1
12:30:35.387 -> 143,133,29.0,55.0,182,1
12:30:40.388 -> 142,132,29.0,55.0,160,1
12:30:45.428 -> 142,132,29.0,55.0,151,1
12:30:50.390 -> 142,132,29.0,55.0,158,1
12:30:55.431 -> 142,132,29.0,55.0,165,1
12:31:00.431 -> 142,132,29.0,55.0,177,1
12:31:05.432 -> 142,133,29.0,55.0,167,1
12:31:10.433 -> 142,133,29.0,55.0,153,1
12:31:15.434 -> 142,132,29.0,55.0,153,1
12:31:20.434 -> 142,133,29.0,55.0,164,1
12:31:25.435 -> 142,133,29.0,55.0,179,1
12:31:30.436 -> 142,133,29.0,55.0,168,1
12:31:35.437 -> 143,133,29.0,55.0,157,1
12:31:40.437 -> 143,133,29.0,55.0,149,1
12:31:45.438 -> 142,133,29.0,55.0,157,1
12:31:50.479 -> 145,135,29.0,55.0,167,1
12:31:55.479 -> 144,134,29.0,55.0,179,1
12:32:00.480 -> 144,132,29.0,55.0,159,1
12:32:05.481 -> 144,133,29.0,55.0,150,1
12:32:10.481 -> 143,133,29.0,55.0,172,1
12:32:15.482 -> 145,133,29.0,55.0,177,1
12:32:20.482 -> 144,133,29.0,55.0,152,1
12:32:25.483 -> 144,133,29.0,55.0,144,1
12:32:30.484 -> 151,132,29.0,55.0,166,1
12:32:35.484 -> 149,132,29.0,55.0,184,1
12:32:40.485 -> 147,132,29.0,55.0,166,1
12:32:45.525 -> 146,132,29.0,55.0,143,1
12:32:50.526 -> 146,132,29.0,55.0,154,1
12:32:55.528 -> 146,132,29.0,55.0,185,1
12:33:00.528 -> 145,133,29.0,55.0,158,1
12:33:05.529 -> 146,132,29.0,55.0,145,1
12:33:10.530 -> 145,133,29.0,55.0,174,1
12:33:15.530 -> 145,133,29.0,55.0,181,1
12:33:20.530 -> 145,133,29.0,55.0,154,1
12:33:25.531 -> 145,132,29.0,55.0,160,1
12:33:30.532 -> 145,133,29.0,55.0,170,1
12:33:35.533 -> 145,134,29.0,55.0,163,1
12:33:40.535 -> 145,134,29.0,55.0,157,1
12:33:45.537 -> 145,133,29.0,55.0,162,1
12:33:50.539 -> 145,132,29.0,55.0,170,1
12:33:55.579 -> 144,133,29.0,55.0,162,1
12:34:00.581 -> 144,132,29.0,55.0,157,1
12:34:05.582 -> 145,133,29.0,55.0,160,1
12:34:10.584 -> 145,133,29.0,55.0,170,1
12:34:15.585 -> 145,134,29.0,55.0,163,1
12:34:20.586 -> 145,133,29.0,55.0,157,1
12:34:25.587 -> 145,134,29.0,55.0,165,1
12:34:30.591 -> 145,134,29.0,55.0,171,1
12:34:35.592 -> 147,135,29.0,55.0,162,1
12:34:40.592 -> 146,134,29.0,55.0,157,1
12:34:45.593 -> 146,135,29.0,55.0,163,1
12:34:50.594 -> 146,134,29.0,55.0,171,1
12:34:55.595 -> 146,135,29.0,55.0,170,1
12:35:00.595 -> 146,135,29.0,55.0,165,1
12:35:05.599 -> 146,135,29.0,55.0,159,1
12:35:10.639 -> 146,135,29.0,55.0,158,1
12:35:15.643 -> 146,134,29.0,55.0,165,1
12:35:20.644 -> 146,134,29.0,55.0,170,1
12:35:25.645 -> 146,134,29.0,55.0,165,1
12:35:30.646 -> 146,134,29.0,55.0,158,1
12:35:35.648 -> 146,134,29.0,55.0,159,1
12:35:40.650 -> 146,134,29.0,55.0,169,1
12:35:45.651 -> 146,134,29.0,55.0,167,1
12:35:50.653 -> 146,134,29.0,55.0,158,1
12:35:55.654 -> 146,134,29.0,55.0,159,1
12:36:00.657 -> 146,134,29.0,55.0,169,1
12:36:05.659 -> 146,134,29.0,55.0,168,1
12:36:10.662 -> 146,134,29.0,55.0,159,1
12:36:15.663 -> 146,135,29.0,55.0,158,1
12:36:20.665 -> 146,135,29.0,55.0,170,1
12:36:25.668 -> 146,135,29.0,55.0,162,1
12:36:30.670 -> 146,135,29.0,55.0,159,1
